emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees,delinquency_category,loan_size,dti_category,credit_utilization_percent,credit_utilization_category,loan_quality,is_bad_loan,income_group,credit_history_years,term_category
retired,3,NY,own,87000.0,not verified,31.42,0.0,not_applicable,0.0,0,1981,2,39,16,338448,83658,0,0,0,0,4,4,9.0,16,0,0,4,86500,24,11,4,4,100.0,0,0,credit_card,individual,13000,60,5.31,247.18,A,A1,2018-03-01,current,whole,DirectPay,12428.51,737.7,571.49,166.21,0.0,Never Late,Medium Loan,Moderate Risk,24.71812508863991,Low,Good Loan,0,Middle Income,45,Long Term
master_certified_spanish_interpreter,10,NC,own,67200.0,verified,37.73,79800.0,Verified,31.77,0,2005,1,17,11,240910,48400,0,3,0,0,6,2,3.0,11,0,0,3,10300,8,4,4,1,100.0,2,1,debt_consolidation,joint,9600,36,19.42,353.94,D,D3,2018-03-01,current,whole,Cash,9199.63,697.52,400.37,297.15,0.0,Never Late,Medium Loan,High Risk,20.09049022456519,Low,Good Loan,0,Middle Income,21,Short Term
general_manager,10,FL,rent,52499.2,verified,26.29,0.0,not_applicable,0.0,1,2001,0,21,17,78177,19619,0,0,0,0,2,7,19.0,17,0,0,7,40900,19,15,10,0,95.2,0,0,debt_consolidation,individual,12000,36,21.45,454.88,D,D5,2018-02-01,current,fractional,Cash,9052.78,3629.38,2947.22,682.16,0.0,Never Late,Medium Loan,Moderate Risk,25.09561635775228,Low,Good Loan,0,Middle Income,25,Short Term
asst_manager,1,CT,mortgage,36000.0,verified,41.93,52200.0,Verified,34.9,0,1998,1,18,12,202120,44082,0,0,0,0,2,4,12.0,12,0,0,4,39500,11,8,8,2,88.9,0,0,debt_consolidation,joint,6050,36,26.3,244.73,E,E5,2018-01-01,current,fractional,Cash,5464.21,1214.81,585.79,629.02,0.0,Never Late,Medium Loan,High Risk,21.809815950920246,Low,Good Loan,0,Low Income,28,Short Term
executive_assistant,1,TN,mortgage,54000.0,not verified,27.04,0.0,not_applicable,0.0,1,2005,1,34,14,278019,79755,0,0,0,0,4,4,12.0,14,0,0,3,27100,21,9,3,2,97.1,0,0,other,individual,4000,36,6.72,123.0,A,A3,2018-02-01,current,whole,Cash,3594.21,489.01,405.79,83.22,0.0,Never Late,Small Loan,Moderate Risk,28.686888306194902,Low,Good Loan,0,Middle Income,21,Short Term
not_provided,0,CA,mortgage,11000.0,verified,42.25,146000.0,Verified,6.6,0,2004,2,19,9,606000,17119,0,0,0,0,1,3,2.0,9,0,0,2,19800,12,7,4,5,100.0,0,0,credit_card,joint,16000,36,7.97,501.17,A,A5,2018-01-01,current,whole,Cash,13999.08,2491.68,2000.92,490.76,0.0,Never Late,Large Loan,High Risk,2.824917491749175,Low,Good Loan,0,Low Income,22,Short Term
invoice,10,CO,mortgage,50000.0,not verified,37.88,95000.0,Not Verified,21.42,1,2005,1,37,10,298040,80655,0,0,0,840,4,11,3.0,10,0,0,2,9300,8,4,4,1,97.2,0,0,credit_card,joint,16000,60,21.45,436.92,D,D5,2018-02-01,current,whole,Cash,15379.94,1700.01,620.06,1079.95,0.0,Never Late,Large Loan,High Risk,27.061803784726884,Low,Good Loan,0,Middle Income,21,Long Term
professor_of_english,10,CO,mortgage,90000.0,not verified,8.99,115000.0,Not Verified,15.88,2,1979,3,30,14,350016,36926,0,0,0,0,1,2,8.0,14,0,0,2,26800,24,10,4,3,86.7,0,0,debt_consolidation,joint,12000,36,6.71,368.94,A,A3,2018-03-01,current,whole,Cash,11089.41,1102.35,910.59,191.76,0.0,Never Late,Medium Loan,Low Risk,10.54980343755714,Low,Good Loan,0,Middle Income,47,Short Term
caretaker,4,ME,own,71000.0,not verified,19.74,0.0,not_applicable,0.0,0,1992,1,22,15,343590,41527,0,0,0,0,2,4,6.0,15,0,0,2,32700,17,12,8,1,100.0,0,0,credit_card,individual,12000,36,5.32,361.38,A,A1,2018-01-01,fully paid,whole,Cash,0.0,12008.8633333331,12000.0,8.86,0.0,Never Late,Medium Loan,Low Risk,12.086207398352688,Low,Good Loan,0,Middle Income,34,Short Term
commercial_loader,3,NY,rent,31000.0,not verified,1.94,0.0,not_applicable,0.0,0,2006,3,16,5,30800,146,0,0,0,0,0,2,3.0,5,0,0,2,28800,9,5,2,0,100.0,0,0,other,individual,6000,36,6.71,184.47,A,A3,2018-02-01,current,fractional,Cash,5391.24,735.64,608.76,126.88,0.0,Never Late,Medium Loan,Low Risk,0.474025974025974,Low,Good Loan,0,Low Income,20,Short Term
correction_officer,2,NY,rent,58000.0,verified,25.32,121000.0,Verified,16.05,0,2013,3,11,10,61666,25974,0,0,0,115,4,4,1.0,10,0,0,4,19700,7,6,5,0,100.0,0,0,home_improvement,joint,9600,36,15.05,333.03,C,C4,2018-01-01,late (31-120 days),whole,Cash,9172.07,658.03,427.93,230.1,0.0,Never Late,Medium Loan,Moderate Risk,42.12045535627412,Medium,Good Loan,0,Middle Income,13,Short Term
captain,0,FL,rent,138000.0,source verified,9.42,0.0,not_applicable,0.0,0,2005,4,8,5,41586,27005,0,0,0,0,3,3,1.0,5,0,0,2,10300,3,2,2,0,75.0,0,0,debt_consolidation,individual,26500,60,17.09,659.88,D,D1,2018-01-01,current,whole,Cash,25046.81,3236.5,1453.19,1783.31,0.0,Late (37-60 Months),Large Loan,Low Risk,64.93771942480643,Medium,Good Loan,0,High Income,21,Long Term
project_specialist,10,FL,rent,80000.0,source verified,17.7,0.0,not_applicable,0.0,0,2000,0,19,10,60829,27835,0,1,0,0,2,6,15.0,10,0,0,3,12500,14,8,8,0,100.0,0,1,credit_card,individual,4000,36,10.41,129.85,B,B3,2018-03-01,current,whole,Cash,3712.07,387.24,287.93,99.31,0.0,Never Late,Small Loan,Low Risk,45.75942395896694,Medium,Good Loan,0,Middle Income,26,Short Term
realtor,2,FL,rent,28000.0,not verified,25.77,43600.0,Not Verified,16.93,0,2008,0,21,16,119917,24143,0,0,0,0,0,3,6.0,16,0,0,2,91900,18,15,5,0,100.0,0,0,other,joint,5000,36,9.43,160.01,B,B1,2018-03-01,current,whole,Cash,4635.28,477.41,364.72,112.69,0.0,Never Late,Medium Loan,Moderate Risk,20.133092055338274,Low,Good Loan,0,Low Income,18,Short Term
nail_tech,4,TX,mortgage,47000.0,not verified,21.86,98000.0,Not Verified,22.27,2,2007,4,17,7,220707,10932,0,0,0,0,1,2,2.0,7,0,0,2,2300,7,5,3,1,82.4,0,0,credit_card,joint,20000,36,11.98,664.1,B,B5,2018-03-01,current,whole,Cash,18592.74,1965.68,1407.26,558.42,0.0,Never Late,Large Loan,Moderate Risk,4.9531732115429055,Low,Good Loan,0,Low Income,19,Short Term
driver,10,CA,mortgage,64000.0,source verified,27.06,0.0,not_applicable,0.0,0,1994,2,22,15,285905,38852,0,0,0,0,1,3,0.0,15,0,0,7,27300,16,13,11,2,95.5,0,0,vacation,individual,15000,60,18.45,384.59,D,D2,2018-03-01,current,whole,Cash,14689.7,738.43,310.3,428.13,0.0,Never Late,Large Loan,Moderate Risk,13.589129256221472,Low,Good Loan,0,Middle Income,32,Long Term
process_sample_lab_tech,10,AL,mortgage,50000.0,source verified,10.54,0.0,not_applicable,0.0,0,2001,0,17,4,198113,24497,0,0,0,0,1,2,6.0,4,0,0,0,0,6,2,1,2,82.4,0,0,other,individual,6000,36,7.97,187.94,A,A5,2018-01-01,current,whole,Cash,5249.65,937.04,750.35,186.69,0.0,Never Late,Medium Loan,Low Risk,12.365165334935114,Low,Good Loan,0,Middle Income,25,Short Term
director,0,IL,mortgage,85000.0,not verified,21.14,0.0,not_applicable,0.0,1,1993,5,37,21,376381,76573,0,0,0,0,3,7,0.0,19,0,0,6,24400,27,15,8,2,78.0,0,0,credit_card,individual,15000,36,11.98,498.08,B,B5,2018-03-01,current,whole,Cash,13944.54,1484.26,1055.46,428.8,0.0,Late (37-60 Months),Large Loan,Moderate Risk,20.3445444908218,Low,Good Loan,0,Middle Income,33,Short Term
finance_manager_hr_manager,10,IN,mortgage,170000.0,not verified,5.34,0.0,not_applicable,0.0,1,1998,8,22,16,149620,31679,0,0,0,4211,1,5,5.0,16,0,0,5,12700,16,14,11,3,90.5,0,0,credit_card,individual,9000,36,9.44,288.05,B,B1,2018-01-01,current,fractional,Cash,7896.82,1435.53,1103.18,332.35,0.0,Never Late,Medium Loan,Low Risk,21.172971527870605,Low,Good Loan,0,High Income,28,Short Term
truck_driver,10,PA,mortgage,63215.0,source verified,33.04,114315.0,Source Verified,20.41,0,1998,5,25,16,307750,80109,0,0,0,0,5,7,4.0,16,0,0,6,48800,13,10,8,3,100.0,0,0,debt_consolidation,joint,40000,60,11.98,889.38,B,B5,2018-03-01,current,whole,Cash,39015.01,1857.33,984.99,872.34,0.0,Never Late,Very Large Loan,Moderate Risk,26.030544272948823,Low,Good Loan,0,Middle Income,28,Long Term
service_technician,7,NJ,mortgage,75000.0,not verified,15.22,0.0,not_applicable,0.0,0,2000,1,17,11,171975,46296,0,0,0,0,4,5,7.0,11,0,0,3,29700,6,6,3,2,100.0,0,0,debt_consolidation,individual,1000,36,7.97,31.33,A,A5,2018-01-01,current,whole,Cash,874.91,156.21,125.09,31.12,0.0,Never Late,Small Loan,Low Risk,26.920191888355866,Low,Good Loan,0,Middle Income,26,Short Term
insurance_consultant_agent,10,MS,mortgage,113000.0,not verified,14.9,0.0,not_applicable,0.0,0,1986,0,47,13,307050,48873,0,0,0,0,3,2,17.0,13,0,0,4,69200,16,9,5,3,97.8,0,0,debt_consolidation,individual,10000,36,5.32,301.15,A,A1,2018-02-01,current,fractional,Cash,8965.88,1201.64,1034.12,167.52,0.0,Never Late,Medium Loan,Low Risk,15.91695163654128,Low,Good Loan,0,High Income,40,Short Term
tech_support,8,FL,rent,25000.0,source verified,28.28,0.0,not_applicable,0.0,0,2007,3,27,8,81019,86633,0,0,0,0,2,1,1.0,8,0,0,6,7800,9,6,6,0,96.0,0,0,debt_consolidation,individual,4600,36,24.84,182.51,E,E3,2018-03-01,current,fractional,Cash,4332.67,499.92,267.33,232.59,0.0,Never Late,Small Loan,Moderate Risk,106.92923882052358,High,Good Loan,0,Low Income,19,Short Term
supervisor_medical_assisant,10,FL,mortgage,42000.0,source verified,25.17,104000.0,Source Verified,14.03,1,2004,1,34,22,42408,24602,0,0,0,0,1,11,2.0,22,0,0,5,10400,24,21,13,3,91.2,0,0,debt_consolidation,joint,14000,36,20.39,523.08,D,D4,2018-03-01,current,whole,Cash,13129.79,1537.52,870.21,667.31,0.0,Late (37-60 Months),Medium Loan,Moderate Risk,58.01263912469346,Medium,Good Loan,0,Low Income,22,Short Term
sr_training_specialist,1,NC,mortgage,118000.0,not verified,10.59,0.0,not_applicable,0.0,1,1996,0,38,16,397102,41066,0,0,0,0,1,3,20.0,16,0,0,6,62600,20,12,8,4,94.7,0,0,credit_card,individual,20000,60,9.93,424.26,B,B2,2018-01-01,current,whole,Cash,18952.04,1708.08,1047.96,660.12,0.0,Never Late,Large Loan,Low Risk,10.34142361408404,Low,Good Loan,0,High Income,30,Long Term
budget_analyst,3,MD,mortgage,112000.0,source verified,6.98,0.0,not_applicable,0.0,0,2008,0,15,9,321788,39258,0,0,0,0,1,5,23.0,9,0,0,3,110500,7,7,3,1,100.0,0,0,credit_card,individual,8000,36,6.08,243.67,A,A2,2018-02-01,current,whole,Cash,6671.39,1469.28,1328.61,140.67,0.0,Never Late,Medium Loan,Low Risk,12.199957736149265,Low,Good Loan,0,High Income,18,Short Term
licensed_mental_health_counselor,4,MA,rent,50000.0,not verified,35.55,0.0,not_applicable,0.0,0,2007,0,35,17,189708,175696,0,0,0,0,10,2,16.0,17,0,0,4,29400,7,7,6,0,100.0,0,0,credit_card,individual,10000,36,11.99,332.1,B,B5,2018-02-01,current,whole,DirectPay,9057.25,1321.74,942.75,378.99,0.0,Never Late,Medium Loan,High Risk,92.6139119067198,High,Good Loan,0,Middle Income,19,Short Term
department_manager,10,WV,own,35000.0,source verified,12.0,0.0,not_applicable,0.0,0,1990,0,21,11,43100,18572,0,3,0,0,0,4,6.0,11,0,0,4,36900,17,11,6,0,100.0,3,0,debt_consolidation,individual,14000,60,12.62,315.83,C,C1,2018-03-01,current,whole,Cash,13488.87,927.86,511.13,416.73,0.0,Never Late,Medium Loan,Low Risk,43.09048723897912,Medium,Good Loan,0,Low Income,36,Long Term
technical_support_representative,2,FL,rent,37024.0,source verified,8.27,0.0,not_applicable,0.0,0,2008,1,13,8,29300,18416,0,0,0,2531,4,1,5.0,8,0,0,1,10500,4,4,2,0,100.0,0,0,other,individual,5000,36,6.72,153.75,A,A3,2018-01-01,current,whole,Cash,4364.17,765.02,635.83,129.19,0.0,Never Late,Medium Loan,Low Risk,62.85324232081911,Medium,Good Loan,0,Low Income,18,Short Term
assembler,5,NY,rent,50000.0,not verified,16.06,0.0,not_applicable,0.0,0,2006,2,21,9,64556,36161,0,0,0,0,4,7,1.0,9,0,0,1,12500,5,5,1,0,81.0,0,0,credit_card,individual,2000,36,7.97,62.65,A,A5,2018-02-01,current,whole,Cash,1800.56,248.83,199.44,49.39,0.0,Late (60+ Months),Small Loan,Low Risk,56.01493277154719,Medium,Good Loan,0,Middle Income,20,Short Term
kitchen_manager,9,CO,mortgage,22000.0,source verified,23.18,37500.0,Not Verified,21.76,0,2002,3,20,10,166179,24888,0,0,0,0,2,6,7.0,10,0,0,1,14400,14,7,2,2,100.0,0,0,debt_consolidation,joint,12800,36,7.34,397.22,A,A4,2018-03-01,current,fractional,Cash,11837.36,1186.44,962.64,223.8,0.0,Never Late,Medium Loan,Moderate Risk,14.976621594786344,Low,Good Loan,0,Low Income,24,Short Term
deputy_manager,10,NJ,mortgage,86850.0,source verified,12.42,0.0,not_applicable,0.0,0,1988,1,36,19,314600,90971,0,0,0,0,6,3,12.0,19,0,0,5,24300,22,11,8,6,100.0,0,0,debt_consolidation,individual,25000,60,12.62,563.98,C,C1,2018-03-01,current,whole,Cash,24087.27,1639.36,912.73,726.63,0.0,Never Late,Large Loan,Low Risk,28.916401780038143,Low,Good Loan,0,Middle Income,38,Long Term
merchandise_processor,10,OH,own,36000.0,not verified,18.17,0.0,not_applicable,0.0,0,1990,0,25,21,87905,16483,0,0,0,0,1,11,20.0,21,0,0,10,61200,24,20,12,0,100.0,0,0,credit_card,individual,6000,36,6.08,182.75,A,A2,2018-02-01,current,whole,Cash,5385.95,725.93,614.05,111.88,0.0,Never Late,Medium Loan,Low Risk,18.750924293271147,Low,Good Loan,0,Low Income,36,Short Term
owner,9,MI,mortgage,40000.0,source verified,21.84,0.0,not_applicable,0.0,0,2002,8,27,8,236822,34654,0,0,0,0,1,2,1.0,8,0,0,3,12900,18,6,4,3,100.0,0,0,debt_consolidation,individual,6500,36,10.91,212.53,B,B4,2018-01-01,current,whole,Cash,5718.75,1052.8,781.25,271.55,0.0,Never Late,Medium Loan,Moderate Risk,14.632931062147941,Low,Good Loan,0,Low Income,24,Short Term
cdl_driver,2,NY,mortgage,60000.0,verified,14.28,0.0,not_applicable,0.0,1,2005,4,29,15,46856,22970,0,1,0,0,1,12,4.0,15,0,0,4,19000,21,14,8,2,96.0,0,1,other,individual,15600,36,10.41,506.38,B,B3,2018-03-01,current,whole,Cash,14477.17,1510.12,1122.83,387.29,0.0,Late (13-36 Months),Large Loan,Low Risk,49.022537135052076,Medium,Good Loan,0,Middle Income,21,Short Term
shipping_and_receiving,10,IN,mortgage,53000.0,verified,41.21,107000.0,Verified,23.85,0,1998,1,33,14,151120,87162,0,0,0,0,4,6,3.0,14,0,0,4,79000,23,10,4,2,100.0,0,0,credit_card,joint,17000,60,10.9,368.78,B,B4,2018-03-01,current,whole,Cash,16569.32,799.34,430.68,368.66,0.0,Never Late,Large Loan,High Risk,57.677342509264165,Medium,Good Loan,0,Middle Income,28,Long Term
assistant_bakery_manager,10,VA,rent,31000.0,source verified,36.51,0.0,not_applicable,0.0,0,1998,0,22,15,68165,41845,0,1,0,0,3,4,16.0,15,0,0,3,6800,15,12,10,1,95.5,0,1,debt_consolidation,individual,9800,36,14.08,335.33,C,C3,2018-01-01,current,fractional,Cash,8672.12,1668.98,1127.88,541.1,0.0,Never Late,Medium Loan,High Risk,61.387808992884906,Medium,Good Loan,0,Low Income,28,Short Term
not_provided,0,CA,rent,55000.0,source verified,21.89,0.0,not_applicable,0.0,0,1972,2,35,15,69758,42779,0,1,0,0,2,7,2.0,15,0,0,3,8300,16,13,8,0,100.0,0,1,debt_consolidation,individual,20000,60,21.45,546.15,D,D5,2018-02-01,current,whole,Cash,19224.93,2160.77,775.07,1385.7,0.0,Never Late,Large Loan,Moderate Risk,61.32486596519395,Medium,Good Loan,0,Middle Income,54,Long Term
superintendent,7,OK,mortgage,117000.0,source verified,15.56,0.0,not_applicable,0.0,0,1997,2,19,7,217306,50108,0,1,0,0,2,2,4.0,7,0,0,4,21500,5,4,4,1,100.0,1,0,credit_card,individual,27000,60,12.62,609.1,C,C1,2018-02-01,current,whole,DirectPay,25678.74,2389.08,1321.26,1067.82,0.0,Never Late,Large Loan,Low Risk,23.058728244963323,Low,Good Loan,0,High Income,29,Long Term
cable_technician,4,OH,rent,95000.0,source verified,15.44,0.0,not_applicable,0.0,1,2009,2,19,6,53805,48497,0,0,0,0,2,4,2.0,6,0,0,4,10400,6,4,4,0,89.5,0,0,debt_consolidation,individual,10000,36,13.58,339.74,C,C2,2018-03-01,current,whole,Cash,9312.56,1004.13,687.44,316.69,0.0,Late (13-36 Months),Medium Loan,Low Risk,90.13474584146455,High,Good Loan,0,Middle Income,17,Short Term
optics_r_d_lab_manager,6,CA,rent,100600.0,not verified,13.75,0.0,not_applicable,0.0,2,2004,3,37,18,143842,100383,0,0,0,0,4,4,0.0,18,0,0,6,30600,22,13,7,0,91.7,0,0,credit_card,individual,10000,36,7.96,313.18,A,A5,2018-02-01,current,whole,Cash,9002.75,1248.3,997.25,251.05,0.0,Late (37-60 Months),Medium Loan,Low Risk,69.78698850127223,Medium,Good Loan,0,High Income,22,Short Term
certified_nursing_assistant,3,PA,rent,30000.0,verified,3.32,0.0,not_applicable,0.0,0,2014,1,7,5,8100,3223,0,0,0,0,0,6,9.0,5,0,0,2,6800,6,5,2,0,100.0,0,0,major_purchase,individual,15000,60,20.0,397.41,D,D4,2018-02-01,current,whole,Cash,14395.45,1556.31,604.55,951.76,0.0,Never Late,Large Loan,Low Risk,39.79012345679012,Medium,Good Loan,0,Low Income,12,Long Term
tool_builder,0,MI,own,55000.0,source verified,31.29,0.0,not_applicable,0.0,0,2009,6,9,7,88885,66166,0,0,0,0,2,3,1.0,7,0,0,2,15200,6,5,2,0,100.0,0,0,major_purchase,individual,14000,60,15.04,333.36,C,C4,2018-03-01,current,whole,Cash,13520.36,988.38,479.64,508.74,0.0,Never Late,Medium Loan,Moderate Risk,74.44000675029532,High,Good Loan,0,Middle Income,17,Long Term
contractor,1,WV,rent,48000.0,not verified,27.07,0.0,not_applicable,0.0,0,1990,0,28,17,159515,26967,0,0,0,0,2,2,19.0,17,0,0,8,101600,23,15,9,0,100.0,0,0,debt_consolidation,individual,3500,36,6.08,106.61,A,A2,2018-02-01,current,whole,Cash,3141.78,425.26,358.22,67.04,0.0,Never Late,Small Loan,Moderate Risk,16.905620161113376,Low,Good Loan,0,Low Income,36,Short Term
avp_business_development,10,NC,mortgage,160000.0,verified,35.02,0.0,not_applicable,0.0,0,2003,0,15,8,766062,171594,0,0,0,0,3,1,19.0,8,0,0,2,41300,3,2,2,3,100.0,0,0,debt_consolidation,individual,35000,60,20.0,927.29,D,D4,2018-01-01,current,whole,Cash,33221.93,4558.67,1778.07,2780.6,0.0,Never Late,Very Large Loan,High Risk,22.39949246927794,Low,Good Loan,0,High Income,23,Long Term
patrolman,9,TN,mortgage,50000.0,source verified,20.52,86000.0,Source Verified,22.23,0,2001,6,26,8,173234,48903,0,0,0,0,2,3,7.0,8,0,0,0,7000,15,5,0,2,100.0,0,0,home_improvement,joint,10000,60,16.01,243.24,C,C5,2018-03-01,current,whole,Cash,9778.89,477.59,221.11,256.48,0.0,Never Late,Medium Loan,Moderate Risk,28.229446875324705,Low,Good Loan,0,Middle Income,25,Long Term
ramp_service_employee,5,NV,mortgage,45000.0,source verified,20.32,0.0,not_applicable,0.0,0,2004,2,17,11,52907,26868,0,0,0,0,4,7,6.0,11,0,0,4,12500,11,7,5,0,100.0,0,0,debt_consolidation,individual,5000,36,13.59,169.9,C,C2,2018-02-01,current,whole,Cash,4539.14,675.82,460.86,214.96,0.0,Never Late,Medium Loan,Moderate Risk,50.78345020507683,Medium,Good Loan,0,Low Income,22,Short Term
field_service_customer_service_tech,7,PA,mortgage,55000.0,source verified,17.0,0.0,not_applicable,0.0,0,2000,0,22,9,163910,19635,0,0,0,0,1,1,6.0,9,0,0,5,21900,8,7,6,4,95.5,0,0,debt_consolidation,individual,24000,60,10.42,514.91,B,B3,2018-02-01,current,whole,Cash,23072.45,1592.57,927.55,665.02,0.0,Never Late,Large Loan,Low Risk,11.979134891098774,Low,Good Loan,0,Middle Income,26,Long Term
forms_and_records_analyst,5,WA,rent,48000.0,verified,35.08,0.0,not_applicable,0.0,1,2003,1,34,8,91396,86964,0,0,0,0,5,3,6.0,8,0,0,1,3000,4,2,2,0,96.9,0,0,moving,individual,8000,36,16.02,281.34,C,C5,2018-01-01,current,whole,Cash,7103.69,1399.58,896.31,503.27,0.0,Late (13-36 Months),Medium Loan,High Risk,95.15077246268984,High,Good Loan,0,Low Income,23,Short Term
registered_nurse,5,OH,rent,75000.0,source verified,21.36,0.0,not_applicable,0.0,0,2007,0,15,6,66306,34417,0,0,0,263,2,1,6.0,6,0,0,2,16500,12,4,4,0,100.0,0,0,debt_consolidation,individual,26000,36,11.99,863.45,B,B5,2018-01-01,current,whole,Cash,22920.74,4317.25,3079.26,1237.99,0.0,Never Late,Large Loan,Moderate Risk,51.90631315416403,Medium,Good Loan,0,Middle Income,19,Short Term
research_development,10,TN,mortgage,50000.0,verified,13.35,95000.0,Verified,25.06,0,2007,0,19,6,140873,26370,0,0,0,0,1,4,6.0,6,0,0,0,4300,10,4,1,6,100.0,0,0,debt_consolidation,joint,25000,36,7.34,775.82,A,A4,2018-03-01,current,fractional,Cash,23119.84,2317.27,1880.16,437.11,0.0,Never Late,Large Loan,Low Risk,18.718988024674708,Low,Good Loan,0,Middle Income,19,Short Term
mortgage_loan_administrator,10,MO,own,47000.0,not verified,32.18,84000.0,Not Verified,19.84,0,2004,8,51,8,131116,128681,0,0,0,0,4,8,3.0,8,0,0,3,23700,14,4,4,3,100.0,0,0,debt_consolidation,joint,15000,36,20.0,557.46,D,D4,2018-01-01,current,whole,Cash,13739.42,2196.51,1260.58,935.93,0.0,Never Late,Large Loan,Moderate Risk,98.14286585923915,High,Good Loan,0,Low Income,22,Short Term
superintendent,5,GA,own,160000.0,not verified,11.37,0.0,not_applicable,0.0,0,2009,0,21,11,231700,70345,0,0,0,431,2,10,6.0,11,0,0,0,12600,11,8,2,1,90.5,0,0,house,individual,10000,36,11.98,332.05,B,B5,2018-02-01,current,whole,Cash,9057.13,1321.54,942.87,378.67,0.0,Late (60+ Months),Medium Loan,Low Risk,30.360379801467413,Medium,Good Loan,0,High Income,17,Short Term
registered_dietitian,2,TX,rent,66800.0,source verified,14.48,0.0,not_applicable,0.0,0,2008,0,21,3,97530,88235,0,0,0,785,2,0,6.0,3,0,0,1,6000,7,1,1,0,95.0,0,0,major_purchase,individual,40000,36,7.96,1252.72,A,A5,2018-03-01,current,whole,Cash,37018.15,3740.47,2981.85,758.62,0.0,Never Late,Very Large Loan,Low Risk,90.46959909771353,High,Good Loan,0,Middle Income,18,Short Term
office_manager,8,VA,rent,85000.0,not verified,18.24,0.0,not_applicable,0.0,0,2005,2,16,13,75352,40273,0,0,0,0,2,7,8.0,13,0,0,8,52550,12,11,9,0,94.0,0,0,debt_consolidation,individual,8800,36,17.47,315.81,D,D1,2018-03-01,current,whole,Cash,8228.67,938.89,571.33,367.56,0.0,Late (60+ Months),Medium Loan,Low Risk,53.44649113494001,Medium,Good Loan,0,Middle Income,21,Short Term
not_provided,0,CA,rent,13164.0,verified,4.56,0.0,not_applicable,0.0,0,2000,1,6,5,17600,157,0,0,0,0,0,4,10.0,5,0,0,2,14200,6,5,2,0,100.0,0,0,debt_consolidation,individual,6500,36,7.97,203.6,A,A5,2018-01-01,current,whole,Cash,5687.13,1015.12,812.87,202.25,0.0,Never Late,Medium Loan,Low Risk,0.8920454545454546,Low,Good Loan,0,Low Income,26,Short Term
registered_nurse,1,MA,rent,56368.0,source verified,22.08,0.0,not_applicable,0.0,1,1991,1,31,16,70301,27131,0,0,0,0,4,4,10.0,16,0,0,3,19200,24,12,6,0,93.5,0,0,debt_consolidation,individual,15000,60,19.03,389.36,D,D3,2018-01-01,current,whole,Cash,14218.17,1907.15,781.83,1125.32,0.0,Never Late,Large Loan,Moderate Risk,38.592623149030594,Medium,Good Loan,0,Middle Income,35,Long Term
administrator,10,MN,own,120000.0,source verified,19.93,0.0,not_applicable,0.0,0,1999,0,11,6,326039,62977,0,0,0,0,1,0,6.0,6,0,0,3,46600,8,4,4,2,100.0,0,0,debt_consolidation,individual,40000,36,7.96,1252.72,A,A5,2018-03-01,current,whole,Cash,37018.15,3740.47,2981.85,758.62,0.0,Never Late,Very Large Loan,Low Risk,19.31578737512997,Low,Good Loan,0,High Income,27,Short Term
case_manager,3,NY,rent,70000.0,source verified,5.55,91000.0,Source Verified,14.44,0,1995,0,13,9,22100,17171,0,1,0,0,2,2,16.0,9,0,0,4,16800,6,6,4,0,81.8,0,1,debt_consolidation,joint,35000,36,18.06,1266.39,D,D2,2018-02-01,current,fractional,Cash,31973.98,4995.33,3026.02,1969.31,0.0,Never Late,Very Large Loan,Low Risk,77.69683257918551,High,Good Loan,0,Middle Income,31,Short Term
ophthalmic_technician,3,RI,mortgage,50000.0,source verified,25.81,140000.0,Not Verified,20.31,4,1998,0,18,8,318707,11960,0,0,0,0,0,1,6.0,8,0,0,0,500,15,6,4,2,55.6,0,0,debt_consolidation,joint,7000,36,17.09,249.89,D,D1,2018-01-01,current,whole,Cash,6227.3,1246.13,772.7,473.43,0.0,Late (13-36 Months),Medium Loan,Moderate Risk,3.752663104356039,Low,Good Loan,0,Middle Income,28,Short Term
courier,4,TX,own,35000.0,source verified,11.04,0.0,not_applicable,0.0,0,2008,12,12,6,8540,4483,0,0,0,0,2,8,1.0,6,0,0,1,500,5,4,3,0,100.0,0,0,debt_consolidation,individual,8000,36,18.06,289.47,D,D2,2018-03-01,current,whole,Cash,7485.12,860.38,514.88,345.5,0.0,Never Late,Medium Loan,Low Risk,52.49414519906323,Medium,Good Loan,0,Low Income,18,Short Term
